CommitID,filename,token_count,change_type,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
3322c1e03306b6db17ae7ea6991a5d6817658ae2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/extra/setup-py.test/setup.py,95,ModificationType.MODIFY,11,6,10,0,0,1,11,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
3322c1e03306b6db17ae7ea6991a5d6817658ae2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,6225,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
3322c1e03306b6db17ae7ea6991a5d6817658ae2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,6225,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
3322c1e03306b6db17ae7ea6991a5d6817658ae2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,8002,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
3322c1e03306b6db17ae7ea6991a5d6817658ae2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,8002,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
361f0e6ba7f1949d7daefa882be4b7c975375e1c,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_junitxml.py,5657,ModificationType.MODIFY,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508.3637582013935,2664.7795945283897,7.150259067357513,19053.864458285894,1058.5480254603274,0.8882598648427965
c2ae0e0dc631cbcbc8921b79bcdc7740dad33aaf,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_setuponly.py,,ModificationType.RENAME,294,64,250,0,0,43,294,1,20,10,20,21,30,86.43856189774725,131.76952268336282,0.5,65.88476134168141,3.6602645189823004,0.04392317422778761
c2ae0e0dc631cbcbc8921b79bcdc7740dad33aaf,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_setupplan.py,,ModificationType.RENAME,110,30,77,3,13,16,113,4,21,15,30,25,45,100.23866587835397,208.9735285398626,2.857142857142857,597.0672243996074,33.17040135553375,0.06965784284662087
71a7fd02a574120ef9c1e9d6aeeb65d186cc756a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/logging.py,2754,ModificationType.MODIFY,773,422,505,30,103,129,803,14,77,46,83,91,129,535.8455325423139,839.5055085856318,7.545454545454546,6334.450655691586,351.9139253161992,0.2798351695285439
76c2a8ebbe367a8de8143aa91586d1c16e0bd482,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/logging.py,2754,ModificationType.MODIFY,773,422,505,30,103,129,803,14,77,46,83,91,129,535.8455325423139,839.5055085856318,7.545454545454546,6334.450655691586,351.9139253161992,0.2798351695285439
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_infinite_recursion/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_infinite_recursion/tests/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/collect_init_tests/tests/__init__.py,5076,ModificationType.MODIFY,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_init_given_as_arg/pkg/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/conftest_usageerror/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/marks/marks_considered_keywords/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/config/collect_pytest_prefix/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/issue88_initial_file_multinodes/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/pkg/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_module/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub1/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub2/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/custom_item/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/custom_item/foo/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/doc/en/example/nonpython/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/pytest/__init__.py,5076,ModificationType.MODIFY,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/__init__.py,5076,ModificationType.MODIFY,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/config/__init__.py,5076,ModificationType.MODIFY,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446.608539104324,2542.995998641035,8.135135135135135,20687.616097052745,1149.3120053918192,0.847665332880345
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/mark/__init__.py,5076,ModificationType.MODIFY,160,89,115,0,13,31,160,7,15,11,17,22,28,78.25484338853101,124.86408532184433,3.966666666666667,495.2942051099825,27.51634472833236,0.04162136177394811
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/_code/__init__.py,5076,ModificationType.MODIFY,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/assertion/__init__.py,5076,ModificationType.MODIFY,173,84,99,8,29,36,181,5,12,7,13,17,20,54.62919048309069,81.7492568250068,2.7083333333333335,221.4042372343934,12.300235401910745,0.027249752275002266
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/_io/__init__.py,5076,ModificationType.MODIFY,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,6225,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,6225,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/hookspec.py,640,ModificationType.MODIFY,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0.0,0.0
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_main.py,3472,ModificationType.MODIFY,77,34,69,0,0,8,77,3,24,16,29,27,45,114.79398751947123,213.9699375973561,1.8125,387.82051189520797,21.54558399417822,0.07132331253245204
0383d4364584a32899f73efd4c4e0d2a6b30a03e,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/main.py,3472,ModificationType.MODIFY,712,438,573,51,9,84,763,14,102,71,128,116,199,733.8903537898989,1364.7382180303869,8.784313725490197,11988.28866034536,666.0160366858534,0.45491273934346227
f739d511b0665dbfc0e93cab8c219c9e34f146c8,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_junitxml.py,5657,ModificationType.MODIFY,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508.3637582013935,2664.7795945283897,7.150259067357513,19053.864458285894,1058.5480254603274,0.8882598648427965
914a9465aba501e776282961fb3317837772435d,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_setuponly.py,,ModificationType.RENAME,294,64,250,0,0,43,294,1,20,10,20,21,30,86.43856189774725,131.76952268336282,0.5,65.88476134168141,3.6602645189823004,0.04392317422778761
914a9465aba501e776282961fb3317837772435d,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_setupplan.py,,ModificationType.RENAME,110,30,77,3,13,16,113,4,21,15,30,25,45,100.23866587835397,208.9735285398626,2.857142857142857,597.0672243996074,33.17040135553375,0.06965784284662087
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_infinite_recursion/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_infinite_recursion/tests/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/collect_init_tests/tests/__init__.py,5076,ModificationType.MODIFY,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_init_given_as_arg/pkg/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/conftest_usageerror/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/marks/marks_considered_keywords/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/config/collect_pytest_prefix/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/issue88_initial_file_multinodes/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/pkg/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_module/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub1/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub2/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/custom_item/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/fixtures/custom_item/foo/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/doc/en/example/nonpython/__init__.py,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/pytest/__init__.py,5076,ModificationType.MODIFY,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/__init__.py,5076,ModificationType.MODIFY,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/config/__init__.py,5076,ModificationType.MODIFY,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446.608539104324,2542.995998641035,8.135135135135135,20687.616097052745,1149.3120053918192,0.847665332880345
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/mark/__init__.py,5076,ModificationType.MODIFY,160,89,115,0,13,31,160,7,15,11,17,22,28,78.25484338853101,124.86408532184433,3.966666666666667,495.2942051099825,27.51634472833236,0.04162136177394811
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/_code/__init__.py,5076,ModificationType.MODIFY,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/assertion/__init__.py,5076,ModificationType.MODIFY,173,84,99,8,29,36,181,5,12,7,13,17,20,54.62919048309069,81.7492568250068,2.7083333333333335,221.4042372343934,12.300235401910745,0.027249752275002266
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/_io/__init__.py,5076,ModificationType.MODIFY,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,6225,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,6225,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/hookspec.py,640,ModificationType.MODIFY,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_main.py,3472,ModificationType.MODIFY,77,34,69,0,0,8,77,3,24,16,29,27,45,114.79398751947123,213.9699375973561,1.8125,387.82051189520797,21.54558399417822,0.07132331253245204
77a995ffada780b8136740b0ff468189b60bda7a,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/main.py,3472,ModificationType.MODIFY,712,438,573,51,9,84,763,14,102,71,128,116,199,733.8903537898989,1364.7382180303869,8.784313725490197,11988.28866034536,666.0160366858534,0.45491273934346227
90dfee5da55f4b2e55a92568186dc435624d5499,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/setup.py,93,ModificationType.MODIFY,42,7,35,4,0,5,46,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
90dfee5da55f4b2e55a92568186dc435624d5499,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/extra/setup-py.test/setup.py,93,ModificationType.MODIFY,11,6,10,0,0,1,11,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
90dfee5da55f4b2e55a92568186dc435624d5499,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,8008,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
90dfee5da55f4b2e55a92568186dc435624d5499,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,8008,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
3cb1457e6ddbaec97bf2ca8f44209bd88ff11bb2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/setup.py,93,ModificationType.MODIFY,42,7,35,4,0,5,46,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
3cb1457e6ddbaec97bf2ca8f44209bd88ff11bb2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/extra/setup-py.test/setup.py,93,ModificationType.MODIFY,11,6,10,0,0,1,11,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
3cb1457e6ddbaec97bf2ca8f44209bd88ff11bb2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/python/fixtures.py,8008,ModificationType.MODIFY,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156.3286078304877,1898.248417191466,4.935483870967742,9368.774446138526,520.4874692299181,0.6327494723971553
3cb1457e6ddbaec97bf2ca8f44209bd88ff11bb2,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/src/_pytest/fixtures.py,8008,ModificationType.MODIFY,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766.678366052657,3032.459024427525,9.168949771689498,27804.464479682512,1544.692471093473,1.0108196748091751
7ef44913a1ee5c79c966372e613ce3ea06a68090,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_pdb.py,3969,ModificationType.MODIFY,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516.6486921300477,2795.3307562199825,6.17948717948718,17273.710570487587,959.6505872493103,0.9317769187399941
0783030357807ba91ad07e89b12bf8d2205ae21d,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/test_pdb.py,3969,ModificationType.MODIFY,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516.6486921300477,2795.3307562199825,6.17948717948718,17273.710570487587,959.6505872493103,0.9317769187399941
0976e2f50de87d28ad3f7680013b40f72bc99f50,/Users/sanika/Downloads/Master Thesis/repo_updated/pytest/testing/example_scripts/collect/package_infinite_recursion/__init__.pyi,5076,ModificationType.MODIFY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
